line,destination,stop,bus,datetime,estimateArrive
133,CALLAO,1749,4689,2021-03-17 13:53:26.899886,93
133,CALLAO,1749,4698,2021-03-17 13:53:26.899886,452
1,CRISTO REY,452,121,2021-03-17 13:53:26.899968,789
1,CRISTO REY,452,117,2021-03-17 13:53:26.899968,106
133,CALLAO,5652,4695,2021-03-17 13:53:26.900190,283
133,CALLAO,5652,4687,2021-03-17 13:53:26.900190,744
132,HOSPITAL LA PAZ,1370,8313,2021-03-17 13:53:26.900512,839
132,HOSPITAL LA PAZ,1370,4737,2021-03-17 13:53:26.900512,52
132,HOSPITAL LA PAZ,1647,8314,2021-03-17 13:53:26.900659,733
132,MONCLOA,3047,4703,2021-03-17 13:53:26.908044,410
82,MONCLOA,3047,4717,2021-03-17 13:53:26.908044,709
1,PROSPERIDAD,745,116,2021-03-17 13:53:26.911726,831
133,MIRASIERRA,1347,4683,2021-03-17 13:53:26.914477,277
133,MIRASIERRA,1347,4685,2021-03-17 13:53:26.914477,517
132,MONCLOA,1578,4824,2021-03-17 13:53:26.920109,549
132,HOSPITAL LA PAZ,3283,4830,2021-03-17 13:53:26.925157,627
132,HOSPITAL LA PAZ,3283,8314,2021-03-17 13:53:26.925157,198
133,CALLAO,1342,4724,2021-03-17 13:53:26.930072,182
133,CALLAO,1342,5475,2021-03-17 13:53:26.930072,48
82,PITIS,1722,4722,2021-03-17 13:53:26.931236,708
82,PITIS,1722,4721,2021-03-17 13:53:26.931236,610
132,MONCLOA,1685,8329,2021-03-17 13:53:26.932494,675
82,MONCLOA,1685,4711,2021-03-17 13:53:26.932494,360
132,MONCLOA,1685,4826,2021-03-17 13:53:26.932494,512
82,MONCLOA,1685,4717,2021-03-17 13:53:26.932494,340
133,CALLAO,5139,4699,2021-03-17 13:53:26.934501,42
133,CALLAO,5139,4692,2021-03-17 13:53:26.934501,432
44,CALLAO,5139,8299,2021-03-17 13:53:26.934501,806
44,CALLAO,5139,5653,2021-03-17 13:53:26.934501,463
133,MIRASIERRA,1332,4835,2021-03-17 13:53:26.942923,307
133,MIRASIERRA,1332,4685,2021-03-17 13:53:26.942923,127
1,CRISTO REY,273,118,2021-03-17 13:53:26.943042,692
82,PITIS,5729,4706,2021-03-17 13:53:26.943753,123
82,PITIS,5729,4721,2021-03-17 13:53:26.943753,847
132,HOSPITAL LA PAZ,3276,4830,2021-03-17 13:53:26.947083,201
132,HOSPITAL LA PAZ,3276,4831,2021-03-17 13:53:26.947083,551
44,MARQUES DE VIANA,2398,5656,2021-03-17 13:53:26.947152,739
44,MARQUES DE VIANA,2398,5652,2021-03-17 13:53:26.947152,1208
133,MIRASIERRA,1358,4693,2021-03-17 13:53:26.948443,73
133,CALLAO,3228,4689,2021-03-17 13:53:26.949002,331
133,CALLAO,3228,4687,2021-03-17 13:53:26.949002,36
1,CRISTO REY,161,117,2021-03-17 13:53:26.952837,210
1,CRISTO REY,161,121,2021-03-17 13:53:26.952837,893
1,CRISTO REY,728,119,2021-03-17 13:53:26.952903,689
132,HOSPITAL LA PAZ,3290,4827,2021-03-17 13:53:26.952995,81
132,HOSPITAL LA PAZ,3290,4737,2021-03-17 13:53:26.952995,349
44,MARQUES DE VIANA,803,5652,2021-03-17 13:53:26.954289,614
44,MARQUES DE VIANA,803,5656,2021-03-17 13:53:26.954289,106
82,MONCLOA,1719,4718,2021-03-17 13:53:26.956140,365
82,MONCLOA,1719,4713,2021-03-17 13:53:26.956140,725
82,PITIS,1724,4722,2021-03-17 13:53:26.956680,779
82,PITIS,1724,4721,2021-03-17 13:53:26.956680,655
82,PITIS,1699,4656,2021-03-17 13:53:26.957469,827
82,PITIS,1699,4705,2021-03-17 13:53:26.957469,508
132,HOSPITAL LA PAZ,3273,4831,2021-03-17 13:53:26.958845,471
132,HOSPITAL LA PAZ,3273,4830,2021-03-17 13:53:26.958845,106
132,MONCLOA,1644,4824,2021-03-17 13:53:26.959441,485
132,MONCLOA,1644,4825,2021-03-17 13:53:26.959441,894
44,CALLAO,3687,5659,2021-03-17 13:53:26.959961,633
44,CALLAO,3687,8299,2021-03-17 13:53:26.959961,130
1,PROSPERIDAD,3687,124,2021-03-17 13:53:26.959961,1
1,PROSPERIDAD,3687,122,2021-03-17 13:53:26.959961,40
133,MIRASIERRA,5573,4699,2021-03-17 13:53:26.960173,392
133,MIRASIERRA,5573,4704,2021-03-17 13:53:26.960173,32
1,CRISTO REY,4094,117,2021-03-17 13:53:26.960184,642
1,CRISTO REY,4094,121,2021-03-17 13:53:26.960184,1264
133,MIRASIERRA,172,4704,2021-03-17 13:53:26.960292,577
1,CRISTO REY,172,120,2021-03-17 13:53:26.960292,266
1,CRISTO REY,172,115,2021-03-17 13:53:26.960292,520
44,MARQUES DE VIANA,172,5657,2021-03-17 13:53:26.960292,874
133,MIRASIERRA,172,4702,2021-03-17 13:53:26.960292,170
44,MARQUES DE VIANA,172,8297,2021-03-17 13:53:26.960292,252
82,MONCLOA,1630,4713,2021-03-17 13:53:26.960394,347
1,CRISTO REY,716,119,2021-03-17 13:53:26.960436,50
1,CRISTO REY,716,118,2021-03-17 13:53:26.960436,780
133,MIRASIERRA,1352,4685,2021-03-17 13:53:26.961437,716
133,MIRASIERRA,1352,4683,2021-03-17 13:53:26.961437,480
1,PROSPERIDAD,726,116,2021-03-17 13:53:26.961611,88
1,PROSPERIDAD,726,8294,2021-03-17 13:53:26.961611,803
132,MONCLOA,93,4719,2021-03-17 13:53:26.962230,279
132,MONCLOA,93,4832,2021-03-17 13:53:26.962230,749
133,MIRASIERRA,3296,4701,2021-03-17 13:53:26.962252,627
133,MIRASIERRA,3296,4693,2021-03-17 13:53:26.962252,715
44,MARQUES DE VIANA,2390,5652,2021-03-17 13:53:26.962451,666
44,MARQUES DE VIANA,2390,5656,2021-03-17 13:53:26.962451,182
1,PROSPERIDAD,721,116,2021-03-17 13:53:26.962807,369
1,PROSPERIDAD,721,8294,2021-03-17 13:53:26.962807,1123
133,MIRASIERRA,5793,4683,2021-03-17 13:53:26.962942,181
133,MIRASIERRA,5793,4685,2021-03-17 13:53:26.962942,455
82,PITIS,1720,4722,2021-03-17 13:53:26.963473,666
82,PITIS,1720,4721,2021-03-17 13:53:26.963473,552
132,MONCLOA,1365,4719,2021-03-17 13:53:27.041542,397
133,MIRASIERRA,1336,4685,2021-03-17 13:53:27.065982,196
133,MIRASIERRA,1336,4835,2021-03-17 13:53:27.065982,366
133,MIRASIERRA,1356,4684,2021-03-17 13:53:27.354070,166
1,PROSPERIDAD,164,122,2021-03-17 13:53:27.398403,1191
1,PROSPERIDAD,164,4720,2021-03-17 13:53:27.398403,107
44,CALLAO,2403,5660,2021-03-17 13:53:27.429552,307
44,CALLAO,2403,5661,2021-03-17 13:53:27.429552,752
1,CRISTO REY,2307,118,2021-03-17 13:53:27.429624,1228
1,CRISTO REY,2307,119,2021-03-17 13:53:27.429624,498
1,PROSPERIDAD,4514,120,2021-03-17 13:53:27.429893,1205
132,MONCLOA,4514,4826,2021-03-17 13:53:27.429893,887
82,MONCLOA,4514,4711,2021-03-17 13:53:27.429893,666
1,PROSPERIDAD,4514,115,2021-03-17 13:53:27.429893,1437
44,CALLAO,4514,8299,2021-03-17 13:53:27.429893,12
132,MONCLOA,4514,4703,2021-03-17 13:53:27.429893,191
44,CALLAO,4514,5659,2021-03-17 13:53:27.429893,530
